# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.compilation.GroovyCompilationBenchmark.scriptFromClassloader

# Run progress: 0.00% complete, ETA 06:00:00
# Fork: 1 of 4
# Warmup Iteration   1: 2998011.011 ops/s
# Warmup Iteration   2: 3185491.304 ops/s
# Warmup Iteration   3: 3500271.380 ops/s
# Warmup Iteration   4: 3494742.562 ops/s
# Warmup Iteration   5: 3448965.781 ops/s
Iteration   9: 145775.630 ops/s
Iteration  10: 145668.808 ops/s

# Run progress: 43.06% complete, ETA 03:25:52
# Fork: 4 of 4
# Warmup Iteration   1: 127008.351 ops/s
# Warmup Iteration   2: 138550.818 ops/s
# Warmup Iteration   3: 138924.508 ops/s
# Warmup Iteration   4: 139085.618 ops/s
# Warmup Iteration   5: 138399.202 ops/s
Iteration   1: 137289.912 ops/s
Iteration   2: 137380.337 ops/s
Iteration   3: 136945.458 ops/s
Iteration   4: 137428.223 ops/s
Iteration   5: 137803.937 ops/s
Iteration   6: 137408.827 ops/s
Iteration   7: 137830.216 ops/s
Iteration   8: 137680.785 ops/s
Iteration   9: 136831.703 ops/s
Iteration  10: 138843.535 ops/s


Result "groovyNoEngineInOneCycle":
  137030.242 ±(99.9%) 3186.743 ops/s [Average]
  (min, avg, max) = (128632.466, 137030.242, 145781.056), stdev = 5664.433
  CI (99.9%): [133843.499, 140216.986] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.jsr223.GroovyJSR223Benchmark.groovyNoEngineNoScriptInOneCycle

# Run progress: 44.44% complete, ETA 03:20:50
# Fork: 1 of 4
# Warmup Iteration   1: 132987.409 ops/s
# Warmup Iteration   2: 137279.377 ops/s
# Warmup Iteration   3: 141258.808 ops/s
# Warmup Iteration   4: 140891.163 ops/s
# Warmup Iteration   5: 140006.242 ops/s
Iteration   1: 138605.820 ops/s
Iteration   2: 137746.417 ops/s
Iteration   3: 136073.748 ops/s
Iteration   4: 137279.095 ops/s
Iteration   5: 136889.174 ops/s
Iteration   6: 135741.176 ops/s
Iteration   7: 135893.769 ops/s
Iteration   8: 136680.035 ops/s
Iteration   9: 137245.877 ops/s
Iteration  10: 137539.283 ops/s

# Run progress: 45.83% complete, ETA 03:15:49
# Fork: 2 of 4
# Warmup Iteration   1: 128326.074 ops/s
# Warmup Iteration   2: 133950.052 ops/s
# Warmup Iteration   3: 135105.151 ops/s
# Warmup Iteration   4: 133953.976 ops/s
# Warmup Iteration   5: 134472.405 ops/s
Iteration   1: 134239.106 ops/s
Iteration   2: 134383.464 ops/s
Iteration   3: 135228.208 ops/s
Iteration   4: 134514.611 ops/s
Iteration   5: 133801.651 ops/s
Iteration   6: 134461.792 ops/s
Iteration   7: 134324.874 ops/s
Iteration   8: 134617.817 ops/s
Iteration   9: 134825.303 ops/s
Iteration  10: 134915.043 ops/s

# Run progress: 47.22% complete, ETA 03:10:47
# Fork: 3 of 4
# Warmup Iteration   1: 127538.604 ops/s
# Warmup Iteration   2: 134622.098 ops/s
# Warmup Iteration   3: 134672.186 ops/s
# Warmup Iteration   4: 133567.945 ops/s
# Warmup Iteration   5: 134681.649 ops/s
Iteration   1: 136450.376 ops/s
Iteration   2: 134697.886 ops/s
Iteration   3: 136169.859 ops/s
Iteration   4: 135374.576 ops/s
Iteration   5: 133803.760 ops/s
Iteration   6: 135893.519 ops/s
Iteration   7: 136941.989 ops/s
Iteration   8: 136364.398 ops/s
Iteration   9: 134803.751 ops/s
Iteration  10: 134555.748 ops/s

# Run progress: 48.61% complete, ETA 03:05:46
# Fork: 4 of 4
# Warmup Iteration   1: 128114.322 ops/s
# Warmup Iteration   2: 135140.222 ops/s
# Warmup Iteration   3: 135111.626 ops/s
# Warmup Iteration   4: 134359.386 ops/s
# Warmup Iteration   5: 134317.806 ops/s
Iteration   1: 134577.058 ops/s
Iteration   2: 135207.688 ops/s
Iteration   3: 135068.667 ops/s
Iteration   4: 135346.029 ops/s
Iteration   5: 135141.979 ops/s
Iteration   6: 134868.795 ops/s
Iteration   7: 135180.906 ops/s
Iteration   8: 135626.881 ops/s
Iteration   9: 135276.613 ops/s
Iteration  10: 135545.388 ops/s


Result "groovyNoEngineNoScriptInOneCycle":
  135547.553 ±(99.9%) 641.629 ops/s [Average]
  (min, avg, max) = (133801.651, 135547.553, 138605.820), stdev = 1140.495
  CI (99.9%): [134905.924, 136189.182] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.jsr223.GroovyJSR223Benchmark.groovyNoEngineNoScriptLessBindingInOneCycle

# Run progress: 50.00% complete, ETA 03:00:44
# Fork: 1 of 4
# Warmup Iteration   1: 203048.202 ops/s
# Warmup Iteration   2: 209971.368 ops/s
# Warmup Iteration   3: 211073.090 ops/s
# Warmup Iteration   4: 210862.351 ops/s
# Warmup Iteration   5: 211076.180 ops/s
Iteration   1: 211351.187 ops/s
Iteration   2: 210437.186 ops/s
Iteration   3: 211336.779 ops/s
Iteration   4: 211194.012 ops/s
Iteration   5: 210813.969 ops/s
Iteration   6: 210914.510 ops/s
Iteration   7: 211137.361 ops/s
Iteration   8: 211318.168 ops/s
Iteration   9: 210838.259 ops/s
Iteration  10: 211306.268 ops/s

# Run progress: 51.39% complete, ETA 02:55:43
# Fork: 2 of 4
# Warmup Iteration   1: 205495.530 ops/s
# Warmup Iteration   2: 212504.242 ops/s
# Warmup Iteration   3: 212886.007 ops/s
# Warmup Iteration   4: 213611.921 ops/s
# Warmup Iteration   5: 213666.845 ops/s
Iteration   1: 213882.545 ops/s
Iteration   2: 213968.788 ops/s
Iteration   3: 213836.685 ops/s
Iteration   4: 214085.563 ops/s
Iteration   5: 214168.658 ops/s
Iteration   6: 214265.059 ops/s
Iteration   7: 214153.760 ops/s
Iteration   8: 214147.260 ops/s
Iteration   9: 214277.481 ops/s
Iteration  10: 214475.175 ops/s

# Run progress: 52.78% complete, ETA 02:50:42
# Fork: 3 of 4
# Warmup Iteration   1: 205977.263 ops/s
# Warmup Iteration   2: 212103.427 ops/s
# Warmup Iteration   3: 212352.591 ops/s
# Warmup Iteration   4: 212465.361 ops/s
# Warmup Iteration   5: 212116.053 ops/s
Iteration   1: 212152.820 ops/s
Iteration   2: 211803.864 ops/s
Iteration   3: 212547.578 ops/s
Iteration   4: 210694.050 ops/s
Iteration   5: 212181.986 ops/s
Iteration   6: 212561.423 ops/s
Iteration   7: 212427.819 ops/s
Iteration   8: 212851.619 ops/s
Iteration   9: 212203.068 ops/s
Iteration  10: 211973.001 ops/s

# Run progress: 54.17% complete, ETA 02:45:40
# Fork: 4 of 4
# Warmup Iteration   1: 201254.121 ops/s
# Warmup Iteration   2: 215568.430 ops/s
# Warmup Iteration   3: 215533.457 ops/s
# Warmup Iteration   4: 215181.124 ops/s
# Warmup Iteration   5: 215913.597 ops/s
Iteration   1: 215146.495 ops/s
Iteration   2: 214927.246 ops/s
Iteration   3: 215265.719 ops/s
Iteration   4: 215286.108 ops/s
Iteration   5: 215692.978 ops/s
Iteration   6: 215317.986 ops/s
Iteration   7: 215796.886 ops/s
Iteration   8: 215570.721 ops/s
Iteration   9: 216021.625 ops/s
Iteration  10: 215211.636 ops/s


Result "groovyNoEngineNoScriptLessBindingInOneCycle":
  213188.583 ±(99.9%) 987.700 ops/s [Average]
  (min, avg, max) = (210437.186, 213188.583, 216021.625), stdev = 1755.636
  CI (99.9%): [212200.883, 214176.283] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.scriptinheritance.ScriptInheritanceBenchmark.groovyNoCompileCustomBinding

# Run progress: 55.56% complete, ETA 02:40:39
# Fork: 1 of 4
# Warmup Iteration   1: 3111013.580 ops/s
# Warmup Iteration   2: 3269598.395 ops/s
# Warmup Iteration   3: 3281856.531 ops/s
# Warmup Iteration   4: 3277580.002 ops/s
# Warmup Iteration   5: 3273523.088 ops/s
Iteration   1: 3286071.613 ops/s
Iteration   2: 3276089.612 ops/s
Iteration   3: 3284849.240 ops/s
Iteration   4: 3258917.394 ops/s
Iteration   5: 3263301.453 ops/s
Iteration   6: 3268800.958 ops/s
Iteration   7: 3283387.808 ops/s
Iteration   8: 3278194.328 ops/s
Iteration   9: 3282229.838 ops/s
Iteration  10: 3285903.733 ops/s

# Run progress: 56.94% complete, ETA 02:35:38
# Fork: 2 of 4
# Warmup Iteration   1: 3137160.824 ops/s
# Warmup Iteration   2: 3307628.773 ops/s
# Warmup Iteration   3: 3315714.250 ops/s
# Warmup Iteration   4: 3300535.055 ops/s
# Warmup Iteration   5: 3309874.214 ops/s
Iteration   1: 3332133.066 ops/s
Iteration   2: 3318895.658 ops/s
Iteration   3: 3323253.541 ops/s
Iteration   4: 3321434.599 ops/s
Iteration   5: 3326006.622 ops/s
Iteration   6: 3329395.645 ops/s
Iteration   7: 3317397.550 ops/s
Iteration   8: 3317710.553 ops/s
Iteration   9: 3324608.556 ops/s
Iteration  10: 3323692.047 ops/s

# Run progress: 58.33% complete, ETA 02:30:37
# Fork: 3 of 4
# Warmup Iteration   1: 3113539.337 ops/s
# Warmup Iteration   2: 3277169.645 ops/s
# Warmup Iteration   3: 3270333.133 ops/s
# Warmup Iteration   4: 3266022.857 ops/s
# Warmup Iteration   5: 3276969.981 ops/s
Iteration   1: 3276855.794 ops/s
Iteration   2: 3270671.503 ops/s
Iteration   3: 3280772.013 ops/s
Iteration   4: 3272200.018 ops/s
Iteration   5: 3277191.884 ops/s
Iteration   6: 3276381.839 ops/s
Iteration   7: 3273686.908 ops/s
Iteration   8: 3275239.980 ops/s
Iteration   9: 3279231.598 ops/s
Iteration  10: 3281840.453 ops/s

# Run progress: 59.72% complete, ETA 02:25:35
# Fork: 4 of 4
# Warmup Iteration   1: 3051177.894 ops/s
# Warmup Iteration   2: 3194077.022 ops/s
# Warmup Iteration   3: 3205192.189 ops/s
# Warmup Iteration   4: 3190762.237 ops/s
# Warmup Iteration   5: 3207445.165 ops/s
Iteration   1: 3206223.669 ops/s
Iteration   2: 3200399.534 ops/s
Iteration   3: 3200316.234 ops/s
Iteration   4: 3205193.867 ops/s
Iteration   5: 3210001.581 ops/s
Iteration   6: 3196743.212 ops/s
Iteration   7: 3198982.413 ops/s
Iteration   8: 3200706.012 ops/s
Iteration   9: 3204575.170 ops/s
Iteration  10: 3191941.573 ops/s


Result "groovyNoCompileCustomBinding":
  3269535.727 ±(99.9%) 25125.812 ops/s [Average]
  (min, avg, max) = (3191941.573, 3269535.727, 3332133.066), stdev = 44661.110
  CI (99.9%): [3244409.914, 3294661.539] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.staticcompilation.StaticCompilationBenchmark.testStaticCompiledScript

# Run progress: 61.11% complete, ETA 02:20:34
# Fork: 1 of 4
# Warmup Iteration   1: 11232007.159 ops/s
# Warmup Iteration   2: 12154835.655 ops/s
# Warmup Iteration   3: 12267535.892 ops/s
# Warmup Iteration   4: 12218728.210 ops/s
# Warmup Iteration   5: 12266432.320 ops/s
Iteration   1: 12247467.639 ops/s
Iteration   2: 12238174.823 ops/s
Iteration   3: 12282957.172 ops/s
Iteration   4: 12238600.738 ops/s
Iteration   5: 12250993.942 ops/s
Iteration   6: 12264059.031 ops/s
Iteration   7: 12271015.018 ops/s
Iteration   8: 12258545.502 ops/s
Iteration   9: 12258905.198 ops/s
Iteration  10: 12267441.679 ops/s

# Run progress: 62.50% complete, ETA 02:15:33
# Fork: 2 of 4
# Warmup Iteration   1: 12877389.246 ops/s
# Warmup Iteration   2: 12674418.829 ops/s
# Warmup Iteration   3: 12586088.294 ops/s
# Warmup Iteration   4: 12681343.711 ops/s
# Warmup Iteration   5: 12686591.691 ops/s
Iteration   1: 12672359.813 ops/s
Iteration   2: 12639500.309 ops/s
Iteration   3: 12673223.592 ops/s
Iteration   4: 12678303.694 ops/s
Iteration   5: 12683698.622 ops/s
Iteration   6: 12690855.730 ops/s
Iteration   7: 12690612.104 ops/s
Iteration   8: 12639225.653 ops/s
Iteration   9: 12659141.711 ops/s
Iteration  10: 12702108.034 ops/s

# Run progress: 63.89% complete, ETA 02:10:32
# Fork: 3 of 4
# Warmup Iteration   1: 11454678.032 ops/s
# Warmup Iteration   2: 12772306.519 ops/s
# Warmup Iteration   3: 12742353.528 ops/s
# Warmup Iteration   4: 12667502.882 ops/s
# Warmup Iteration   5: 12701398.697 ops/s
Iteration   1: 12734118.960 ops/s
Iteration   2: 12723667.968 ops/s
Iteration   3: 12747626.924 ops/s
Iteration   4: 12726832.867 ops/s
Iteration   5: 12704500.325 ops/s
Iteration   6: 12741126.494 ops/s
Iteration   7: 12739688.505 ops/s
Iteration   8: 12731378.740 ops/s
Iteration   9: 12762018.842 ops/s
Iteration  10: 12723693.485 ops/s

# Run progress: 65.28% complete, ETA 02:05:31
# Fork: 4 of 4
# Warmup Iteration   1: 11416159.177 ops/s
# Warmup Iteration   2: 12465978.293 ops/s
# Warmup Iteration   3: 12382718.029 ops/s
# Warmup Iteration   4: 12394725.715 ops/s
# Warmup Iteration   5: 12451370.115 ops/s
Iteration   1: 12397789.231 ops/s
Iteration   2: 12431257.770 ops/s
Iteration   3: 12469446.832 ops/s
Iteration   4: 12475919.606 ops/s
Iteration   5: 12468657.701 ops/s
Iteration   6: 12487535.886 ops/s
Iteration   7: 12453222.373 ops/s
Iteration   8: 12463228.928 ops/s
Iteration   9: 12467738.113 ops/s
Iteration  10: 12494692.572 ops/s


Result "testStaticCompiledScript":
  12531283.303 ±(99.9%) 107423.687 ops/s [Average]
  (min, avg, max) = (12238174.823, 12531283.303, 12762018.842), stdev = 190945.510
  CI (99.9%): [12423859.616, 12638706.990] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.typedscript.TypedScriptBenchmark.groovyNoShellNoCompile

# Run progress: 66.67% complete, ETA 02:00:30
# Fork: 1 of 4
# Warmup Iteration   1: 4464459.194 ops/s
# Warmup Iteration   2: 4682854.424 ops/s
# Warmup Iteration   3: 4670426.032 ops/s
# Warmup Iteration   4: 4660972.650 ops/s
# Warmup Iteration   5: 4690511.558 ops/s
Iteration   1: 4655353.431 ops/s
Iteration   2: 4683003.273 ops/s
Iteration   3: 4668967.783 ops/s
Iteration   4: 4673058.863 ops/s
Iteration   5: 4669940.159 ops/s
Iteration   6: 4674468.240 ops/s
Iteration   7: 4671510.107 ops/s
Iteration   8: 4672982.923 ops/s
Iteration   9: 4651990.483 ops/s
Iteration  10: 4651956.528 ops/s

# Run progress: 68.06% complete, ETA 01:55:29
# Fork: 2 of 4
# Warmup Iteration   1: 4396294.236 ops/s
# Warmup Iteration   2: 4568547.424 ops/s
# Warmup Iteration   3: 4592794.650 ops/s
# Warmup Iteration   4: 4569107.110 ops/s
# Warmup Iteration   5: 4577439.814 ops/s
Iteration   1: 4578255.638 ops/s
Iteration   2: 4582050.076 ops/s
Iteration   3: 4586570.427 ops/s
Iteration   4: 4588004.659 ops/s
Iteration   5: 4584420.556 ops/s
Iteration   6: 4593470.700 ops/s
Iteration   7: 4584483.143 ops/s
Iteration   8: 4577007.058 ops/s
Iteration   9: 4591659.637 ops/s
Iteration  10: 4581697.087 ops/s

# Run progress: 69.44% complete, ETA 01:50:28
# Fork: 3 of 4
# Warmup Iteration   1: 4454781.448 ops/s
# Warmup Iteration   2: 4640833.043 ops/s
# Warmup Iteration   3: 4634830.525 ops/s
# Warmup Iteration   4: 4637017.774 ops/s
# Warmup Iteration   5: 4639704.460 ops/s
Iteration   1: 4639842.041 ops/s
Iteration   2: 4643564.813 ops/s
Iteration   3: 4642058.133 ops/s
Iteration   4: 4641175.212 ops/s
Iteration   5: 4636017.146 ops/s
Iteration   6: 4639021.169 ops/s
Iteration   7: 4640798.727 ops/s
Iteration   8: 4617840.485 ops/s
Iteration   9: 4616730.792 ops/s
Iteration  10: 4619051.107 ops/s

# Run progress: 70.83% complete, ETA 01:45:26
# Fork: 4 of 4
# Warmup Iteration   1: 4633694.012 ops/s
# Warmup Iteration   2: 4854720.702 ops/s
# Warmup Iteration   3: 4865739.604 ops/s
# Warmup Iteration   4: 4879522.954 ops/s
# Warmup Iteration   5: 4878813.120 ops/s
Iteration   1: 4870287.048 ops/s
Iteration   2: 4872693.059 ops/s
Iteration   3: 4876225.168 ops/s
Iteration   4: 4887457.019 ops/s
Iteration   5: 4868273.436 ops/s
Iteration   6: 4876473.313 ops/s
Iteration   7: 4869931.311 ops/s
Iteration   8: 4867003.843 ops/s
Iteration   9: 4870210.550 ops/s
Iteration  10: 4866847.368 ops/s


Result "groovyNoShellNoCompile":
  4689558.813 ±(99.9%) 62647.290 ops/s [Average]
  (min, avg, max) = (4577007.058, 4689558.813, 4887457.019), stdev = 111355.503
  CI (99.9%): [4626911.523, 4752206.103] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.groovyscript.typedscript.TypedScriptBenchmark.groovyNoShellNoCompileNoInstantiate

# Run progress: 72.22% complete, ETA 01:40:25
# Fork: 1 of 4
# Warmup Iteration   1: 4736978.821 ops/s
# Warmup Iteration   2: 4940803.865 ops/s
# Warmup Iteration   3: 4952759.463 ops/s
# Warmup Iteration   4: 4944261.533 ops/s
# Warmup Iteration   5: 4954529.071 ops/s
Iteration   1: 4946370.567 ops/s
Iteration   2: 4951908.407 ops/s
Iteration   3: 4944875.993 ops/s
Iteration   4: 4945929.146 ops/s
Iteration   5: 4943776.290 ops/s
Iteration   6: 4938127.204 ops/s
Iteration   7: 4938176.665 ops/s
Iteration   8: 4952042.697 ops/s
Iteration   9: 4949476.458 ops/s
Iteration  10: 4960101.121 ops/s

# Run progress: 73.61% complete, ETA 01:35:24
# Fork: 2 of 4
# Warmup Iteration   1: 4882853.387 ops/s
# Warmup Iteration   2: 5072819.044 ops/s
# Warmup Iteration   3: 5087877.619 ops/s
# Warmup Iteration   4: 5094412.258 ops/s
# Warmup Iteration   5: 5083550.157 ops/s
Iteration   1: 5082027.039 ops/s
Iteration   2: 5077751.955 ops/s
Iteration   3: 5075744.052 ops/s
Iteration   4: 5081755.069 ops/s
Iteration   5: 5082655.828 ops/s
Iteration   6: 5084514.208 ops/s
Iteration   7: 5073360.329 ops/s
Iteration   8: 5087054.761 ops/s
Iteration   9: 5077981.822 ops/s
Iteration  10: 5077191.925 ops/s

# Run progress: 75.00% complete, ETA 01:30:23
# Fork: 3 of 4
# Warmup Iteration   1: 4812082.108 ops/s
# Warmup Iteration   2: 5030216.123 ops/s
# Warmup Iteration   3: 5044605.606 ops/s
# Warmup Iteration   4: 5040030.287 ops/s
# Warmup Iteration   5: 5046846.507 ops/s
Iteration   1: 5030954.324 ops/s
Iteration   2: 5042226.217 ops/s
Iteration   3: 5038126.124 ops/s
Iteration   4: 5036476.153 ops/s
Iteration   5: 5035214.080 ops/s
Iteration   6: 5048878.703 ops/s
Iteration   7: 5042816.130 ops/s
Iteration   8: 5043110.984 ops/s
Iteration   9: 5042360.351 ops/s
Iteration  10: 5043379.165 ops/s

# Run progress: 76.39% complete, ETA 01:25:21
# Fork: 4 of 4
# Warmup Iteration   1: 4960315.651 ops/s
# Warmup Iteration   2: 5212616.878 ops/s
# Warmup Iteration   3: 5213820.243 ops/s
# Warmup Iteration   4: 5205023.338 ops/s
# Warmup Iteration   5: 5218827.766 ops/s
Iteration   1: 5209754.605 ops/s
Iteration   2: 5225731.288 ops/s
Iteration   3: 5218022.382 ops/s
Iteration   4: 5220893.935 ops/s
Iteration   5: 5211317.962 ops/s
Iteration   6: 5217569.168 ops/s
Iteration   7: 5224426.785 ops/s
Iteration   8: 5219739.905 ops/s
Iteration   9: 5220085.121 ops/s
Iteration  10: 5206863.391 ops/s


Result "groovyNoShellNoCompileNoInstantiate":
  5071219.208 ±(99.9%) 55486.532 ops/s [Average]
  (min, avg, max) = (4938127.204, 5071219.208, 5225731.288), stdev = 98627.261
  CI (99.9%): [5015732.676, 5126705.739] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.template.TemplateBenchmark.templateNoCompilation

# Run progress: 77.78% complete, ETA 01:20:20
# Fork: 1 of 4
# Warmup Iteration   1: 1306122.713 ops/s
# Warmup Iteration   2: 1380320.968 ops/s
# Warmup Iteration   3: 1381865.755 ops/s
# Warmup Iteration   4: 1383186.010 ops/s
# Warmup Iteration   5: 1381676.581 ops/s
Iteration   1: 1381339.902 ops/s
Iteration   2: 1385081.816 ops/s
Iteration   3: 1388206.292 ops/s
Iteration   4: 1387454.511 ops/s
Iteration   5: 1388560.094 ops/s
Iteration   6: 1387196.046 ops/s
Iteration   7: 1387434.496 ops/s
Iteration   8: 1385943.973 ops/s
Iteration   9: 1386944.012 ops/s
Iteration  10: 1382488.822 ops/s

# Run progress: 79.17% complete, ETA 01:15:19
# Fork: 2 of 4
# Warmup Iteration   1: 1349263.339 ops/s
# Warmup Iteration   2: 1392265.412 ops/s
# Warmup Iteration   3: 1408877.976 ops/s
# Warmup Iteration   4: 1407237.928 ops/s
# Warmup Iteration   5: 1404251.920 ops/s
Iteration   1: 1405589.187 ops/s
Iteration   2: 1405284.579 ops/s
Iteration   3: 1403714.709 ops/s
Iteration   4: 1401479.690 ops/s
Iteration   5: 1402420.224 ops/s
Iteration   6: 1401202.052 ops/s
Iteration   7: 1400178.972 ops/s
Iteration   8: 1402879.220 ops/s
Iteration   9: 1401126.493 ops/s
Iteration  10: 1402599.216 ops/s

# Run progress: 80.56% complete, ETA 01:10:17
# Fork: 3 of 4
# Warmup Iteration   1: 1167919.606 ops/s
# Warmup Iteration   2: 1398833.894 ops/s
# Warmup Iteration   3: 1400298.478 ops/s
# Warmup Iteration   4: 1398512.252 ops/s
# Warmup Iteration   5: 1399104.447 ops/s
Iteration   1: 1396293.412 ops/s
Iteration   2: 1397639.320 ops/s
Iteration   3: 1397554.813 ops/s
Iteration   4: 1395883.507 ops/s
Iteration   5: 1396401.681 ops/s
Iteration   6: 1395331.020 ops/s
Iteration   7: 1398025.148 ops/s
Iteration   8: 1399797.565 ops/s
Iteration   9: 1400304.879 ops/s
Iteration  10: 1399382.647 ops/s

# Run progress: 81.94% complete, ETA 01:05:16
# Fork: 4 of 4
# Warmup Iteration   1: 1316800.216 ops/s
# Warmup Iteration   2: 1363175.881 ops/s
# Warmup Iteration   3: 1355737.574 ops/s
# Warmup Iteration   4: 1361493.120 ops/s
# Warmup Iteration   5: 1360886.768 ops/s
Iteration   1: 1356837.151 ops/s
Iteration   2: 1361504.967 ops/s
Iteration   3: 1358958.870 ops/s
Iteration   4: 1361723.583 ops/s
Iteration   5: 1358122.042 ops/s
Iteration   6: 1360606.889 ops/s
Iteration   7: 1357472.090 ops/s
Iteration   8: 1359782.790 ops/s
Iteration   9: 1360069.424 ops/s
Iteration  10: 1359676.747 ops/s


Result "templateNoCompilation":
  1386462.321 ±(99.9%) 9572.253 ops/s [Average]
  (min, avg, max) = (1356837.151, 1386462.321, 1405589.187), stdev = 17014.671
  CI (99.9%): [1376890.068, 1396034.574] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.template.TemplateBenchmark.templateNoCompilationCustomParser

# Run progress: 83.33% complete, ETA 01:00:15
# Fork: 1 of 4
# Warmup Iteration   1: 1614624.273 ops/s
# Warmup Iteration   2: 1716876.003 ops/s
# Warmup Iteration   3: 1720890.987 ops/s
# Warmup Iteration   4: 1721782.692 ops/s
# Warmup Iteration   5: 1718766.527 ops/s
Iteration   1: 1717386.210 ops/s
Iteration   2: 1721527.142 ops/s
Iteration   3: 1719983.579 ops/s
Iteration   4: 1720079.516 ops/s
Iteration   5: 1721571.355 ops/s
Iteration   6: 1720504.632 ops/s
Iteration   7: 1722176.481 ops/s
Iteration   8: 1720970.582 ops/s
Iteration   9: 1719784.110 ops/s
Iteration  10: 1723905.928 ops/s

# Run progress: 84.72% complete, ETA 00:55:14
# Fork: 2 of 4
# Warmup Iteration   1: 1470961.578 ops/s
# Warmup Iteration   2: 1547764.135 ops/s
# Warmup Iteration   3: 1547321.222 ops/s
# Warmup Iteration   4: 1548287.215 ops/s
# Warmup Iteration   5: 1549786.905 ops/s
Iteration   1: 1548587.291 ops/s
Iteration   2: 1553529.407 ops/s
Iteration   3: 1548682.798 ops/s
Iteration   4: 1549309.320 ops/s
Iteration   5: 1553331.536 ops/s
Iteration   6: 1553492.767 ops/s
Iteration   7: 1548143.354 ops/s
Iteration   8: 1552811.022 ops/s
Iteration   9: 1551938.630 ops/s
Iteration  10: 1551920.023 ops/s

# Run progress: 86.11% complete, ETA 00:50:12
